City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,nikolayevsk-on-amure,53.1406,140.73,51.75,39,0,17.22,RU,1695257549
366,hanceville,34.0607,-86.7675,75.11,60,44,4.0,US,1695257549
367,clinton,42.587,-82.9199,71.06,71,75,8.05,US,1695257549
368,lalibela,12.0333,39.0333,55.4,69,9,2.91,ET,1695257549
369,callao,-12.0667,-77.15,66.72,77,100,13.8,PE,1695257549
370,beyneu,45.3167,55.2,61.52,58,0,3.74,KZ,1695257343
371,marsa alam,25.0757,34.8918,84.15,47,0,10.98,EG,1695257550
372,mar del plata,-38.0023,-57.5575,56.08,89,100,12.66,AR,1695257550
373,jinghong,21.991,100.7341,75.61,84,10,0.22,CN,1695257290
374,monteria,8.748,-75.8814,82.31,83,20,0.0,CO,1695257550
375,sitia,35.2,26.0986,75.97,64,0,10.33,GR,1695257550
376,petawawa,45.9001,-77.3328,51.58,87,20,2.3,CA,1695257333
377,lianjiang,21.6467,110.2817,82.26,84,8,4.92,CN,1695257551
378,queenstown,-31.8976,26.8753,51.44,46,9,4.52,ZA,1695257551
379,petoskey,45.3733,-84.9553,65.82,90,40,0.0,US,1695257551
380,borogontsy,62.6683,131.1683,37.83,39,100,8.19,RU,1695257551
381,lerwick,60.1545,-1.1494,55.4,87,100,33.11,GB,1695257552
382,altai,46.3722,96.2583,44.13,41,92,2.17,MN,1695257552
383,nyala,12.05,24.8833,73.67,75,99,8.05,SD,1695257552
384,klaksvik,62.2266,-6.589,49.12,94,100,43.64,FO,1695257553
385,usogorsk,63.4106,48.6872,52.03,88,99,12.53,RU,1695257553
386,siguiri,11.6667,-9.5,73.99,90,29,1.92,GN,1695257553
387,kulhudhuffushi,6.6221,73.07,81.99,75,99,8.7,MV,1695257554
388,valle de la pascua,9.2155,-66.0073,79.14,68,45,6.42,VE,1695257554
389,haiku-pauwela,20.9219,-156.3051,87.82,50,40,24.16,US,1695257554
390,karratha,-20.7377,116.8463,78.76,51,92,7.27,AU,1695257554
391,nkhotakota,-12.9274,34.2961,74.14,53,0,4.76,MW,1695257555
392,taroa,8.7058,171.2275,83.1,71,90,11.3,MH,1695257555
393,tynda,55.1667,124.7167,45.16,58,28,8.16,RU,1695257555
394,namibe,-15.1961,12.1522,61.95,87,23,5.14,AO,1695257555
395,vainode,56.4333,21.8667,60.78,94,0,6.4,LV,1695257555
396,inebolu,41.9747,33.7608,62.38,61,8,4.65,TR,1695257555
397,severo-yeniseyskiy,60.3725,93.0408,46.29,93,100,7.92,RU,1695257556
398,nadvoitsy,63.8667,34.3167,48.58,80,100,12.06,RU,1695257556
399,grenaa,56.4158,10.8783,64.62,88,96,19.17,DK,1695257556
400,kailua-kona,19.6406,-155.9956,84.51,80,75,11.5,US,1695257556
401,asan,36.7836,127.0042,69.64,85,100,5.1,KR,1695257454
402,shingu,33.7333,135.9833,83.8,75,54,11.86,JP,1695257557
403,tallulah,32.4085,-91.1868,78.8,57,0,0.0,US,1695257267
404,ulaangom,49.9811,92.0667,52.63,65,100,1.34,MN,1695257559
405,duncan,34.5023,-97.9578,88.02,61,0,11.5,US,1695257485
406,corn island,12.1694,-83.0418,83.12,81,100,12.53,NI,1695257562
407,ar raqqah,35.95,39.0167,80.33,31,97,7.0,SY,1695257562
408,margate,51.3813,1.3862,58.89,87,100,3.0,GB,1695257562
409,akureyri,65.6835,-18.0878,40.93,81,100,5.75,IS,1695257562
410,polovinnoye,54.7914,65.9864,44.56,77,100,6.4,RU,1695257584
411,salinopolis,-0.6136,-47.3561,80.85,81,11,12.15,BR,1695257537
412,gaspe,48.8334,-64.4819,50.22,93,100,5.75,CA,1695257402
413,masterton,-40.9597,175.6575,60.89,44,100,8.3,NZ,1695257591
414,novozybkov,52.5396,31.9275,63.57,95,100,5.79,RU,1695257591
415,segou,13.4317,-6.2157,81.01,64,96,3.44,ML,1695257591
416,murun-kuren,49.6342,100.1625,46.6,73,4,3.4,MN,1695257592
417,karasburg,-28.0167,18.75,54.21,41,0,4.43,NA,1695257599
418,kolonia,50.9333,6.95,66.81,68,0,10.36,DE,1695257599
419,hilo,19.7297,-155.09,84.27,73,20,9.22,US,1695257418
420,vilyuchinsk,52.9306,158.4028,53.87,73,32,20.58,RU,1695257599
421,broome,42.2506,-75.833,54.55,95,0,3.91,US,1695257599
422,westport,41.1415,-73.3579,66.18,80,0,1.01,US,1695257438
423,sao joao da barra,-21.6403,-41.0511,73.49,85,0,20.22,BR,1695257600
424,taulaga,-11.0553,-171.0883,81.79,71,89,21.63,AS,1695257600
425,smithers,54.7804,-127.1743,61.12,44,0,4.61,CA,1695257600
426,douz,33.4663,9.0203,84.67,26,100,9.86,TN,1695257600
427,laojunmiao,39.8333,97.7333,60.94,29,2,3.15,CN,1695257615
428,lodwar,3.1191,35.5973,84.76,43,2,11.14,KE,1695257617
429,igarka,67.4667,86.5833,40.05,82,100,14.25,RU,1695257617
430,ust'-charyshskaya pristan',52.3934,83.6635,54.03,76,100,3.4,RU,1695257620
431,kirakira,-10.4544,161.9205,85.39,70,84,15.68,SB,1695257620
432,fuerte olimpo,-21.0415,-57.8738,85.19,40,8,2.64,PY,1695257620
433,balachor,31.0667,76.3167,76.75,81,5,2.55,IN,1695257620
434,gadzhiyevo,69.2551,33.3362,39.74,71,68,15.59,RU,1695257620
435,yokote,39.3,140.5667,66.36,94,100,2.73,JP,1695257621
436,dwarka,22.2394,68.9678,80.55,83,100,13.02,IN,1695257621
437,kayes,14.0,-11.0,78.21,84,100,3.89,ML,1695257621
438,vatra dornei,47.35,25.3667,54.57,92,44,1.95,RO,1695257621
439,metz,49.1191,6.1727,64.92,77,0,14.97,FR,1695257621
440,wenxing,28.6667,112.8833,66.54,97,100,8.59,CN,1695257621
441,hithadhoo,-0.6,73.0833,81.81,78,97,9.95,MV,1695257622
442,kidal,18.4411,1.4078,92.52,21,100,5.19,ML,1695257623
443,arawa,-6.2132,155.5367,85.24,75,100,4.47,PG,1695257623
444,east rochester,43.1087,-77.4875,55.85,81,0,3.44,US,1695257624
445,choibalsan,48.0667,114.5,57.69,47,4,8.75,MN,1695257483
446,bosaso,11.2842,49.1816,90.32,49,32,21.25,SO,1695257624
447,wulingyuan,29.3494,110.5441,63.41,98,100,3.71,CN,1695257624
448,cuyo,10.8525,121.0086,83.7,71,49,3.98,PH,1695257631
449,conceicao da barra,-18.5933,-39.7322,74.39,74,0,9.13,BR,1695257632
450,mumbwa,-14.9783,27.0619,69.3,28,0,5.64,ZM,1695257632
451,wotje,9.4543,170.2367,83.28,75,37,12.41,MH,1695257632
452,nahiyat ash shinafiyah,31.5874,44.6602,87.19,16,0,6.49,IQ,1695257632
453,porto novo,6.4965,2.6036,78.62,91,100,4.07,BJ,1695257047
454,nhamunda,-2.1861,-56.7131,82.29,57,8,3.6,BR,1695257632
455,areia branca,-4.9561,-37.1369,78.13,70,17,22.39,BR,1695257632
456,akjoujt,19.6969,-14.4164,93.81,36,5,7.45,MR,1695257633
457,mayahi,13.9553,7.6712,86.58,42,92,4.88,NE,1695257633
458,mata-utu,-13.2816,-176.1745,80.73,75,100,21.09,WF,1695257633
459,noumea,-22.2763,166.4572,82.38,99,16,6.91,NC,1695257390
460,fale old settlement,-9.3852,-171.2468,82.36,77,100,21.54,TK,1695257634
461,saint john,45.2727,-66.0677,58.23,88,40,4.61,CA,1695257637
462,st. john's,47.5649,-52.7093,61.29,93,75,11.5,CA,1695257638
463,arteche,12.2645,125.4048,82.54,84,100,0.78,PH,1695257638
464,polyarnyy,69.1989,33.4478,40.73,71,81,15.35,RU,1695257638
465,calabozo,8.9242,-67.4293,80.24,75,60,2.35,VE,1695257641
466,lompoc,34.6391,-120.4579,69.94,82,0,8.01,US,1695257521
467,el granada,37.5027,-122.4694,74.91,76,75,12.66,US,1695257641
468,yaren,-0.5472,166.916,84.02,69,10,4.56,NR,1695257641
469,chesma,53.8111,60.6533,43.61,76,13,6.64,RU,1695257642
470,inhambane,-23.865,35.3833,68.94,94,0,6.08,MZ,1695257643
471,la'ie,21.6477,-157.9253,87.76,68,15,11.01,US,1695257643
472,afaahiti,-17.75,-149.2833,82.27,72,1,6.67,PF,1695257646
473,noshiro,40.2039,140.0242,65.23,90,100,10.47,JP,1695257646
474,kapa'a,22.0752,-159.319,86.32,65,40,16.11,US,1695257049
475,northam,51.0333,-4.2167,52.61,91,1,7.67,GB,1695257647
476,dampit,-8.2116,112.7493,78.76,51,4,5.86,ID,1695257648
477,mili,6.0815,171.735,82.35,77,100,8.03,MH,1695257648
478,crane,31.3974,-102.3501,90.64,22,17,6.8,US,1695257648
479,champua,22.0833,85.6667,75.07,95,100,4.34,IN,1695257648
480,ndioum,16.5129,-14.6471,82.29,57,5,12.15,SN,1695257648
481,aasiaat,68.7098,-52.8699,23.36,84,46,4.56,GL,1695257078
482,ketchikan,55.3422,-131.6461,54.07,87,100,9.22,US,1695257651
483,chegdomyn,51.1167,133.0167,51.4,68,65,7.4,RU,1695257655
484,iranshahr,27.2025,60.6848,86.34,13,0,4.61,IR,1695257655
485,aurangabad,19.8833,75.3333,73.87,91,99,5.03,IN,1695257670
486,qinzhou,21.95,108.6167,83.84,80,53,5.39,CN,1695257650
487,al jawf,29.5,38.75,71.55,47,0,8.66,SA,1695257670
488,kuala belait,4.5833,114.1833,80.76,83,99,5.03,BN,1695257670
489,sisimiut,66.9395,-53.6735,35.42,65,43,7.45,GL,1695257671
490,susanville,40.4163,-120.653,73.24,27,20,14.97,US,1695257671
491,horsham,51.064,-0.3272,57.25,88,20,5.75,GB,1695257671
492,grand falls-windsor,48.9332,-55.6649,50.5,91,100,1.99,CA,1695257455
493,matoury,4.8483,-52.3317,78.76,83,0,0.0,GF,1695257671
494,ad-damazin,11.7891,34.3592,74.07,85,99,4.99,SD,1695257671
495,tomohon,1.3346,124.8392,79.74,63,56,4.83,ID,1695257671
496,lesnoy,57.6198,63.0784,44.53,72,50,9.22,RU,1695257672
497,kovalam,8.3667,76.9967,80.69,83,40,3.44,IN,1695257672
498,garoowe,8.4054,48.4845,75.81,72,76,13.27,SO,1695257672
499,maxixe,-23.8597,35.3472,68.09,94,0,5.44,MZ,1695257673
500,wenchang,30.904,118.4887,66.27,93,100,8.39,CN,1695257673
501,sabang,5.8933,95.3214,81.68,74,100,4.23,ID,1695257673
502,antigonish,45.6169,-61.9986,57.81,89,63,1.01,CA,1695257673
503,saint croix,17.7397,-64.7388,82.85,84,0,8.05,VI,1695257674
504,praia,14.9215,-23.5087,79.34,94,75,12.66,CV,1695257675
505,corum,40.5,34.75,51.28,86,0,3.65,TR,1695257675
506,trincomalee,8.5711,81.2335,78.12,85,52,10.85,LK,1695257675
507,teguise,29.0605,-13.564,68.22,73,40,6.91,ES,1695257675
508,saldanha,-33.0117,17.9442,53.65,89,3,12.26,ZA,1695257675
509,kapuskasing,49.4169,-82.4331,59.09,82,20,4.61,CA,1695257675
510,williston,48.147,-103.618,63.34,66,94,1.01,US,1695257014
511,hami,42.8,93.45,71.42,15,9,9.53,CN,1695257676
512,pasuquin,18.3328,120.6177,85.95,84,20,3.44,PH,1695257676
513,al ghayzah,16.2079,52.176,80.04,83,92,5.95,YE,1695257676
514,mali,12.079,-12.2982,61.18,91,26,1.36,GN,1695257676
515,nouadhibou,20.931,-17.0347,71.58,73,1,5.75,MR,1695257676
516,sandnessjoen,66.0217,12.6316,43.32,77,100,25.57,NO,1695257676
517,sasolburg,-26.8136,27.817,55.09,16,0,4.25,ZA,1695257677
518,baki,-7.6128,110.7839,80.76,55,8,7.38,ID,1695257678
519,saposoa,-6.934,-76.7716,73.17,86,17,2.89,PE,1695257678
520,hadibu,12.65,54.0333,79.84,84,55,13.67,YE,1695257678
521,luganville,-15.5333,167.1667,81.25,70,98,14.32,VU,1695257678
522,mossel bay,-34.1831,22.146,51.73,64,0,4.9,ZA,1695257678
523,mizdah,31.4451,12.9801,75.6,48,100,9.01,LY,1695257679
524,torit,4.4133,32.5678,70.23,75,97,3.15,SS,1695257679
525,pelabuhanratu,-6.9875,106.5514,80.33,69,8,4.61,ID,1695257679
526,inirida,3.8653,-67.9239,75.51,93,5,3.04,CO,1695257669
527,yuzhno-kurilsk,44.0306,145.8556,59.79,61,100,10.87,RU,1695257690
528,domerat,46.3606,2.5343,64.27,81,87,1.99,FR,1695257690
529,beatrice,40.2681,-96.747,80.69,54,75,6.91,US,1695257691
530,umm ruwaba,12.9061,31.2158,81.23,56,99,6.64,SD,1695257698
531,al matlin,37.2452,10.05,78.39,67,75,11.39,TN,1695257701
532,magadan,59.5667,150.8,49.53,88,100,8.9,RU,1695257701
533,mujiayingzi,42.1167,118.7833,65.21,37,0,7.76,CN,1695257701
534,puerto leguizamo,-0.1934,-74.7819,74.34,89,89,3.98,CO,1695257701
535,baijiantan,45.6333,85.1833,65.5,47,18,11.95,CN,1695257702
536,brisas de zicatela,15.8369,-97.0419,86.52,54,0,0.0,MX,1695257702
537,gorontalo,0.5412,123.0595,86.23,56,20,8.95,ID,1695257703
538,muynoq,43.7683,59.0214,62.94,49,6,8.61,UZ,1695257704
539,howrah,22.5892,88.3103,80.6,94,100,6.91,IN,1695257704
540,poltava,49.5937,34.5407,58.48,52,82,5.01,UA,1695257706
541,beeville,28.4008,-97.7483,86.63,58,0,10.36,US,1695257706
542,luzilandia,-3.4578,-42.3703,77.11,85,100,6.42,BR,1695257422
543,banjarmasin,-3.3244,114.591,80.74,56,22,4.36,ID,1695257707
544,majene,-3.5403,118.9707,81.97,68,10,13.96,ID,1695257707
545,san juan del sur,11.2529,-85.8705,80.44,82,100,13.44,NI,1695257707
546,shiqian,27.5225,108.2281,67.91,96,100,3.53,CN,1695257715
547,corumba,-19.0092,-57.6533,85.14,43,68,2.08,BR,1695257715
548,mynamaki,60.7446,22.0243,60.94,91,96,8.5,FI,1695257722
549,greenville,35.6127,-77.3663,75.36,79,75,1.99,US,1695257722
550,hohhot,40.8106,111.6522,53.89,71,0,4.47,CN,1695257722
551,suva,-18.1416,178.4415,78.28,73,75,12.66,FJ,1695257737
552,abepura,-2.6333,140.5833,85.01,66,40,3.44,ID,1695257738
553,labrador city,52.9463,-66.9114,42.71,87,100,4.61,CA,1695257738
554,esil,51.9556,66.4042,51.21,79,99,9.78,KZ,1695257741
555,saint-joseph,-21.3667,55.6167,68.38,80,15,10.31,RE,1695257741
556,ialibu,-6.2821,143.9935,65.8,73,95,3.94,PG,1695257741
557,ergli,56.8975,25.6367,53.83,97,69,4.9,LV,1695257741
558,sattahip,12.6664,100.9007,84.97,89,40,10.36,TH,1695257742
559,yamada,39.4667,141.95,66.47,96,100,3.49,JP,1695257743
560,chardara,41.2547,67.9692,62.96,49,20,5.82,KZ,1695257743
561,kharp,66.8014,65.8081,45.46,98,100,6.04,RU,1695257743
562,dickinson,29.4608,-95.0513,87.1,75,0,11.5,US,1695257638
563,cadale,2.7603,46.3222,77.45,87,92,15.23,SO,1695257744
564,baukau,51.5526,7.2042,69.06,59,92,1.99,DE,1695257745
565,ponta delgada,37.7333,-25.6667,72.19,88,75,14.97,PT,1695257745
566,lata,40.1629,-8.3327,66.81,92,100,7.9,PT,1695257748
567,hwange,-18.3693,26.5019,73.26,34,4,2.53,ZW,1695257748
568,shahin dezh,36.6793,46.5669,60.26,57,0,1.32,IR,1695257755
569,bubaque,11.2833,-15.8333,81.36,79,85,11.95,GW,1695257755
570,sao jose da coroa grande,-8.8978,-35.1478,74.7,81,0,8.14,BR,1695257756
571,nogliki,51.8333,143.1667,52.54,44,0,22.41,RU,1695257756
572,castillos,-34.1667,-53.8333,59.14,99,100,10.83,UY,1695257756
